index,A,AG,AL,AP,AU,B,BB,BC,BU,C,CF,CJ,CS,CU,CY,EB,EG,ER,FB,FG,FU,HC,I,IC,IF,IH,IM,J,JD,JM,JR,L,LH,LR,LU,M,MA,ME,NI,NR,OI,P,PB,PF,PG,PK,PM,PP,RB,RI,RM,RO,RR,RS,RU,SA,SC,SF,SM,SN,SP,SR,SS,T,TA,TC,TF,TS,UR,V,WH,WR,WS,WT,Y,ZC,ZN
20130104,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0
20130107,0.9990502,1.0132415,0.998378,,1.0025202,0.9992509,,,,0.99979556,1.0047143,,,0.99879986,,,,1.0,,1.0069925,1.0047494,,,,1.0,,,0.99372697,,,,1.002295,,,,1.0029205,1.0,,,,0.9940825,0.99543643,0.99737364,,,,1.0,,1.0017527,0.99817026,1.0177708,1.0,,1.0087525,0.99476814,,,,,,,1.0085001,,,1.006862,,,,,1.0011204,1.0011154,1.00813,1.0,,0.99542755,,0.99470943
20130108,0.9997028,1.0131222,0.9974721,,1.0001274,0.99888325,,,,1.0017828,1.0052135,,,0.99928385,,,,1.0,,1.0114598,1.0091294,,,,0.99964714,,,0.9971956,,,,0.9953563,,,,1.0065205,1.0007074,,,,0.9920865,0.9872572,0.9956196,,,,1.0,,1.0026107,0.99878657,1.0242009,1.0,,1.0074311,0.9959878,,,,,,,1.0129687,,,1.0067556,,,,,0.99990547,1.0033923,1.0060868,1.0,,0.9934954,,0.9922633
20130109,0.99980533,1.0157009,0.99742085,,1.0023625,0.99808717,,,,1.0005491,1.0057538,,,0.9997707,,,,1.0,,1.017364,1.0082191,,,,0.99866986,,,0.99452734,,,,0.9916622,,,,1.0052278,0.99777865,,,,0.99322194,0.982816,0.9953706,,,,1.0075597,,1.0016234,0.99909484,1.0246567,1.0,,1.0083554,0.99460477,,,,,,,1.009936,,,1.002057,,,,,1.0003082,1.0014869,1.0049323,1.0,,0.9905781,,0.9920879
20130110,1.0007551,1.0160525,0.9980363,,1.0027124,0.99674094,,,,1.0000703,1.0058541,,,1.0024667,,,,1.0,,1.0164973,1.0069278,,,,0.99985206,,,0.99276614,,,,0.9908389,,,,1.003994,0.99884254,,,,0.9969964,0.9777277,0.99705094,,,,1.0043839,,1.002874,1.0072486,1.0216771,1.0,,1.0088649,0.9962787,,,,,,,1.0087688,,,0.9994274,,,,,1.0007304,0.99906564,1.0045807,1.0,,0.9881488,,0.9946388
20130111,1.001557,1.0177381,0.9980623,,1.0051036,0.99779636,,,,0.99899143,1.0065511,,,1.0022278,,,,1.0,,1.0108149,1.0038322,,,,0.9961124,,,0.98484117,,,,0.9863216,,,,1.0023258,0.9958266,,,,0.9980845,0.9720029,0.9978794,,,,1.0034859,,0.99673384,1.0086999,1.0248764,1.0,,1.0080948,0.9919461,,,,,,,1.0042348,,,0.99390066,,,,,0.99839705,0.99743843,0.99780834,1.0,,0.98472506,,0.9949258
20130114,1.0047185,1.0187624,0.99787307,,1.0056709,0.9978936,,,,0.9979448,1.0076182,,,1.0023788,,,,1.0,,1.0180913,1.0029556,,,,1.0026709,,,0.9890304,,,,0.9857186,,,,1.0091972,0.9955889,,,,1.0002588,0.97120315,0.99710405,,,,0.9994492,,0.998041,1.0084219,1.0295551,1.0,,1.0089859,0.9907279,,,,,,,1.0009818,,,0.9931214,,,,,0.9979513,0.99566054,0.9908369,1.0,,0.98418,,0.9952109
20130115,1.0063176,1.0214516,0.9962308,,1.006312,0.99857414,,,,0.99729615,1.0083604,,,0.9992608,,,,1.0,,1.0217274,1.0027789,,,,1.007775,,,0.98971933,,,,0.985457,,,,1.0139965,0.99429,,,,1.0015364,0.97207063,0.9945831,,,,0.9964294,,0.9973995,1.0069137,1.034013,1.0,,1.008034,0.98697174,,,,,,,0.9973556,,,0.98878086,,,,,0.996512,0.9949086,0.99134916,1.0,,0.98575664,,0.991394
20130116,1.0079782,1.0247365,0.9954878,,1.0082437,0.9984451,,,,0.99697036,1.0103053,,,0.99797136,,,,1.0,,1.0243403,1.0037103,,,,1.0090351,,,0.98796254,,,,0.98527986,,,,1.0194112,0.9928953,,,,1.0022281,0.9745302,0.9934565,,,,0.9956356,,0.99478334,1.006578,1.0385897,1.0,,1.0077268,0.9846741,,,,,,,0.9951525,,,0.98632234,,,,,0.9951083,0.99392486,0.9917662,1.0,,0.98817104,,0.99007344
20130117,1.0082052,1.0262375,0.99500513,,1.0089715,0.99796665,,,,0.99646264,1.0116776,,,0.99642545,,,,1.0,,1.0267029,1.0032256,,,,1.0093778,,,0.9900394,,,,0.9855746,,,,1.0216792,0.99472666,,,,1.0024714,0.9748203,0.99186164,,,,0.9956547,,0.9935314,1.0053029,1.0402536,1.0,,1.0064832,0.98384064,,,,,,,0.99242204,,,0.9851457,,,,,0.99415636,0.99342656,0.9914025,1.0,,0.98972774,,0.989235
20130118,1.00921,1.0293498,0.9950922,,1.010343,0.99763143,,,,0.99633265,1.0130328,,,0.9972203,,,,1.0,,1.0269976,1.0043743,,,,1.0118299,,,0.99615556,,,,0.98801893,,,,1.0228819,1.0035042,,,,1.0029428,0.9761233,0.99177563,,,,0.99479955,,0.9951007,1.007027,1.0412312,1.0,,1.0060496,0.9858686,,,,,,,0.99093366,,,0.9874075,,,,,0.9950645,0.99331194,0.99121183,1.0,,0.99197805,,0.990452
20130121,1.0102726,1.0311637,0.99487925,,1.0111961,0.9969107,,,,0.99580026,1.0129087,,,0.99732,,,,1.0,,1.0275567,1.0063217,,,,1.0134556,,,1.0007432,,,,0.98892266,,,,1.0241975,1.0092179,,,,1.0037644,0.9774404,0.9912471,,,,0.99469435,,0.9948351,1.0072913,1.0416331,1.0,,1.0055537,0.9863128,,,,,,,0.9879166,,,0.98817086,,,,,0.9955516,0.9923752,0.9911351,1.0,,0.99442273,,0.9908777
