index,A,AG,AL,AP,AU,B,BB,BC,BU,C,CF,CJ,CS,CU,CY,EB,EG,ER,FB,FG,FU,HC,I,IC,IF,IH,IM,J,JD,JM,JR,L,LH,LR,LU,M,MA,ME,NI,NR,OI,P,PB,PF,PG,PK,PM,PP,RB,RI,RM,RO,RR,RS,RU,SA,SC,SF,SM,SN,SP,SR,SS,T,TA,TC,TF,TS,UR,V,WH,WR,WS,WT,Y,ZC,ZN
20130104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130114,-4.615384615384615,-11.180124223602483,-97.36341077424619,0.0,-24.006196833455434,-69.38775510204081,0.0,0.0,0.0,-86.11111111111111,-10.476190476190476,0.0,0.0,-48.421052631578945,0.0,0.0,0.0,-100.0,0.0,-0.0,-1.3203883495145632,0.0,0.0,0.0,-9.965518253931632,0.0,0.0,-29.292929292929294,0.0,0.0,0.0,-84.8,0.0,0.0,0.0,-2.5157232704402515,-2.5676613462873004,0.0,0.0,0.0,-42.631578947368425,-84.15841584158416,-70.6896551724138,0.0,0.0,0.0,-1.7501988862370723,0.0,-27.92207792207792,-1.0412926391382407,-3.017241379310345,-100.0,0.0,-23.722627737226276,-75.43859649122807,0.0,0.0,0.0,0.0,0.0,0.0,-77.40112994350282,0.0,0.0,-67.3076923076923,0.0,0.0,0.0,0.0,-60.714285714285715,-84.90566037735849,-3.976290442084465,-100.0,0.0,-84.41558441558442,0.0,-67.57363993740908
20130115,-30.82706766917293,-17.343173431734318,-100.0,0.0,-17.832505481958886,-19.23076923076923,0.0,0.0,0.0,-86.11111111111111,-23.300970873786405,0.0,0.0,-98.46153846153847,0.0,0.0,0.0,0.0,0.0,-30.0,-1.1262135922330097,0.0,0.0,0.0,-9.621601430956172,0.0,0.0,-47.474747474747474,0.0,0.0,0.0,-85.6,0.0,0.0,0.0,-14.73684210526316,-92.63157894736842,0.0,0.0,0.0,-48.554913294797686,-75.91623036649214,-93.01490382568969,0.0,0.0,0.0,-2.028639618138425,0.0,-45.45454545454545,-1.4003590664272891,-21.705426356589147,0.0,0.0,-54.58715596330275,-98.19004524886877,0.0,0.0,0.0,0.0,0.0,0.0,-82.46445497630332,0.0,0.0,-95.23809523809524,0.0,0.0,0.0,0.0,-85.71428571428572,-77.35849056603773,-1.827611755989133,0.0,0.0,-59.12408759124087,0.0,-97.77777777777777
20130116,-19.548872180451127,-12.043795620437955,-85.71428571428616,0.0,-1.3514349459549742,-40.42553191489362,0.0,0.0,0.0,-83.33333333333334,-4.109589041095891,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,-27.0,-0.5633255633255634,0.0,0.0,0.0,-30.44170567203147,0.0,0.0,-68.68686868686869,0.0,0.0,0.0,-81.39534883720931,0.0,0.0,0.0,-3.067484662576687,-94.11764705882352,0.0,0.0,0.0,-37.5,-59.887005649717516,-78.27802777917933,0.0,0.0,0.0,-1.7501988862370723,0.0,-70.07299270072993,-1.1131059245960664,-17.77777777777778,0.0,0.0,-62.57309941520468,-80.1498127340824,0.0,0.0,0.0,0.0,0.0,0.0,-79.14691943127963,0.0,0.0,-85.71428571428572,0.0,0.0,0.0,0.0,-83.33333333333333,-85.71428571428571,-1.2670807453416149,0.0,0.0,-34.42622950819672,0.0,-77.27272727272727
20130117,-45.714285714285715,-20.47244094488189,-81.08108108108037,0.0,-17.56352187895352,-58.139534883720934,0.0,0.0,0.0,-75.55555555555556,-10.256410256410257,0.0,0.0,-87.94326241134752,0.0,0.0,0.0,0.0,0.0,-21.21212121212121,-1.1460761460761462,0.0,0.0,0.0,-35.3066252463941,0.0,0.0,-37.37373737373738,0.0,0.0,0.0,-60.41666666666667,0.0,0.0,0.0,-27.956989247311828,-41.09589041095891,0.0,0.0,0.0,-48.71794871794872,-67.5,-81.49297654475549,0.0,0.0,0.0,-1.5910898965791567,0.0,-61.31386861313868,-1.5080789946140036,-29.559748427672954,0.0,0.0,-91.15646258503402,-73.40823970037454,0.0,0.0,0.0,0.0,0.0,0.0,-95.76719576719577,0.0,0.0,-77.64705882352942,0.0,0.0,0.0,0.0,-83.33333333333333,-81.81818181818181,-1.6645962732919255,0.0,0.0,-29.807692307692307,0.0,-77.27272727272727
