index,A,AG,AL,AP,AU,B,BB,BC,BU,C,CF,CJ,CS,CU,CY,EB,EG,ER,FB,FG,FU,HC,I,IC,IF,IH,IM,J,JD,JM,JR,L,LH,LR,LU,M,MA,ME,NI,NR,OI,P,PB,PF,PG,PK,PM,PP,RB,RI,RM,RO,RR,RS,RU,SA,SC,SF,SM,SN,SP,SR,SS,T,TA,TC,TF,TS,UR,V,WH,WR,WS,WT,Y,ZC,ZN
20130104,113783.0,214758.0,65588.0,,111832.0,62.0,,,,133664.0,185382.0,,,151252.0,,,,61644.0,,241454.0,46.0,,,,80197.0,,,75081.0,,,,132967.0,,,,600642.0,,,,,1504.0,280707.0,2388.0,,,,42.0,,1208310.0,1338.0,38458.0,85462.0,,13298.0,142344.0,,,,,,,504794.0,,,428322.0,,,,,45171.0,8510.0,10.0,262144.0,,237330.0,,81138.0
20130107,111612.0,206106.0,25980.0,,115250.0,65.0,,,,132056.0,174392.0,,,156320.0,,,,,,217758.0,44.0,,,,77931.0,,,78160.0,,,,137778.0,,,,550244.0,16924.0,,,,2094.0,298072.0,2344.0,,,,40.0,,1391856.0,4.0,64538.0,,,22276.0,146208.0,,,,,,,533156.0,,,462864.0,,,,,51712.0,9050.0,12.0,,,254277.0,,89150.0
20130108,111279.0,207996.0,64618.0,,116024.0,69.0,,,,140966.0,173004.0,,,157780.0,,,,,,306490.0,44.0,,,,74965.0,,,74810.0,,,,131123.0,,,,551215.0,18862.0,,,,2088.0,298391.0,2288.0,,,,40.0,,1372826.0,4.0,77626.0,,,18808.0,141280.0,,,,,,,559496.0,,,454740.0,,,,,51742.0,10076.0,12.0,,,228802.0,,89816.0
20130109,109914.0,204540.0,62778.0,,116542.0,84.0,,,,139524.0,173212.0,,,156868.0,,,,,,444362.0,44.0,,,,72606.0,,,74108.0,,,,121147.0,,,,560156.0,18244.0,,,,2132.0,307921.0,2210.0,,,,44.0,,1368910.0,1416.0,94100.0,,,19830.0,139732.0,,,,,,,498474.0,,,440808.0,,,,,52971.0,11526.0,12.0,,,231816.0,,91416.0
20130110,107208.0,206606.0,62494.0,,116226.0,84.0,,,,135625.0,173060.0,,,178408.0,,,,,,376812.0,44.0,,,,71891.0,,,72732.0,,,,113083.0,,,,559461.0,18314.0,,,,2910.0,315182.0,2198.0,,,,42.0,,1431692.0,1498.0,96660.0,,,19510.0,145112.0,,,,,,,501546.0,,,407540.0,,,,,52824.0,13854.0,10.0,,,241282.0,,94314.0
20130111,108196.0,207524.0,62258.0,,114900.0,88.0,,,,131783.0,175382.0,,,167190.0,,,,,,311804.0,44.0,,,,69875.0,,,69007.0,,,,106182.0,,,,544047.0,15976.0,,,,3394.0,319717.0,2202.0,,,,42.0,,1280732.0,1498.0,165614.0,,,22176.0,135562.0,,,,,,,479436.0,,,369824.0,,,,,48316.0,14082.0,10.0,,,250880.0,,92120.0
20130114,108119.0,219970.0,62370.0,,116048.0,98.0,,,,137638.0,182012.0,,,164936.0,,,,,,508076.0,42.0,,,,67427.0,,,83645.0,,,,105169.0,,,,537229.0,15846.0,,,,3430.0,313724.0,2108.0,,,,44.0,,1342386.0,1466.0,150852.0,,,22410.0,135356.0,,,,,,,464202.0,,,380516.0,,,,,47266.0,14192.0,10.0,,,243703.0,,95472.0
20130115,104123.0,222448.0,64054.0,,119718.0,100.0,,,,136164.0,177478.0,,,173152.0,,,,,,387356.0,42.0,,,,42949.0,,,82612.0,,,,108500.0,,,,522311.0,14730.0,,,,4080.0,291964.0,2190.0,,,,40.0,,1356304.0,1482.0,178192.0,,,23262.0,141186.0,,,,,,,448566.0,,,407180.0,,,,,44718.0,15034.0,16.0,,,228876.0,,110838.0
20130116,104764.0,214850.0,61522.0,,119046.0,102.0,,,,135231.0,184102.0,,,161882.0,,,,,,473158.0,40.0,,,,18722.0,,,78206.0,,,,110425.0,,,,568028.0,13950.0,,,,4706.0,274980.0,2182.0,,,,42.0,,1325568.0,1478.0,192280.0,,,20802.0,132226.0,,,,,,,421344.0,,,379024.0,,,,,41831.0,14482.0,10.0,,,221188.0,,103290.0
20130117,102252.0,205140.0,60660.0,,116190.0,112.0,,,,140905.0,178110.0,,,162000.0,,,,,,538936.0,42.0,,,,56520.0,,,101201.0,,,,104433.0,,,,520179.0,16066.0,,,,4972.0,282386.0,2174.0,,,,44.0,,1307512.0,1480.0,162682.0,,,20310.0,132224.0,,,,,,,438904.0,,,384678.0,,,,,41010.0,13834.0,10.0,,,218099.0,,101786.0
